;Onderwijssoort;Studierichting;Perioden;Enrollment;Freshmen
2221;Hoger beroepsonderwijs;030 Journalistiek, gedrag en… z.n.d.;2011;0;0
2222;Hoger beroepsonderwijs;030 Journalistiek, gedrag en… z.n.d.;2012;0;0
2223;Hoger beroepsonderwijs;030 Journalistiek, gedrag en… z.n.d.;2013;0;0
2224;Hoger beroepsonderwijs;030 Journalistiek, gedrag en… z.n.d.;2014;0;0
2225;Hoger beroepsonderwijs;030 Journalistiek, gedrag en… z.n.d.;2015;0;0
2226;Hoger beroepsonderwijs;030 Journalistiek, gedrag en… z.n.d.;2016;0;0
2227;Hoger beroepsonderwijs;030 Journalistiek, gedrag en… z.n.d.;2017;0;0
2228;Hoger beroepsonderwijs;030 Journalistiek, gedrag en… z.n.d.;2018;0;0
2229;Hoger beroepsonderwijs;030 Journalistiek, gedrag en… z.n.d.;2019;0;0
2230;Hoger beroepsonderwijs;030 Journalistiek, gedrag en… z.n.d.;2020;0;0
2231;Hoger beroepsonderwijs;030 Journalistiek, gedrag en… z.n.d.;2021;0;0
2232;Hoger beroepsonderwijs;0300 Journalistiek, gedrag en… z.n.d.;2010;0;0
2233;Hoger beroepsonderwijs;0300 Journalistiek, gedrag en… z.n.d.;2011;0;0
2234;Hoger beroepsonderwijs;0300 Journalistiek, gedrag en… z.n.d.;2012;0;0
2235;Hoger beroepsonderwijs;0300 Journalistiek, gedrag en… z.n.d.;2013;0;0
2236;Hoger beroepsonderwijs;0300 Journalistiek, gedrag en… z.n.d.;2014;0;0
2237;Hoger beroepsonderwijs;0300 Journalistiek, gedrag en… z.n.d.;2015;0;0
2238;Hoger beroepsonderwijs;0300 Journalistiek, gedrag en… z.n.d.;2016;0;0
2239;Hoger beroepsonderwijs;0300 Journalistiek, gedrag en… z.n.d.;2017;0;0
2240;Hoger beroepsonderwijs;0300 Journalistiek, gedrag en… z.n.d.;2018;0;0
2241;Hoger beroepsonderwijs;0300 Journalistiek, gedrag en… z.n.d.;2019;0;0
2242;Hoger beroepsonderwijs;0300 Journalistiek, gedrag en… z.n.d.;2020;0;0
2243;Hoger beroepsonderwijs;0300 Journalistiek, gedrag en… z.n.d.;2021;0;0
2244;Hoger beroepsonderwijs;031 Gedrag en maatschappij;2010;8365;2285
2245;Hoger beroepsonderwijs;031 Gedrag en maatschappij;2011;8272;2220
2246;Hoger beroepsonderwijs;031 Gedrag en maatschappij;2012;8471;2066
2247;Hoger beroepsonderwijs;031 Gedrag en maatschappij;2013;8921;2172
2248;Hoger beroepsonderwijs;031 Gedrag en maatschappij;2014;9095;2171
2249;Hoger beroepsonderwijs;031 Gedrag en maatschappij;2015;9065;1936
2250;Hoger beroepsonderwijs;031 Gedrag en maatschappij;2016;9175;2052
2251;Hoger beroepsonderwijs;031 Gedrag en maatschappij;2017;9263;2144
2252;Hoger beroepsonderwijs;031 Gedrag en maatschappij;2018;9570;2272
2253;Hoger beroepsonderwijs;031 Gedrag en maatschappij;2019;9928;2425
2254;Hoger beroepsonderwijs;031 Gedrag en maatschappij;2020;11359;3001
2255;Hoger beroepsonderwijs;031 Gedrag en maatschappij;2021;12004;2837
2256;Hoger beroepsonderwijs;0310 Gedrag en maatschappij z.n.d.;2010;0;0
2257;Hoger beroepsonderwijs;0310 Gedrag en maatschappij z.n.d.;2011;0;0
2258;Hoger beroepsonderwijs;0310 Gedrag en maatschappij z.n.d.;2012;0;0
2259;Hoger beroepsonderwijs;0310 Gedrag en maatschappij z.n.d.;2013;0;0
2260;Hoger beroepsonderwijs;0310 Gedrag en maatschappij z.n.d.;2014;0;0
2261;Hoger beroepsonderwijs;0310 Gedrag en maatschappij z.n.d.;2015;0;0
2262;Hoger beroepsonderwijs;0310 Gedrag en maatschappij z.n.d.;2016;0;0
2263;Hoger beroepsonderwijs;0310 Gedrag en maatschappij z.n.d.;2017;0;0
2264;Hoger beroepsonderwijs;0310 Gedrag en maatschappij z.n.d.;2018;0;0
2265;Hoger beroepsonderwijs;0310 Gedrag en maatschappij z.n.d.;2019;0;0
2266;Hoger beroepsonderwijs;0310 Gedrag en maatschappij z.n.d.;2020;0;0
2267;Hoger beroepsonderwijs;0310 Gedrag en maatschappij z.n.d.;2021;0;0
2268;Hoger beroepsonderwijs;0311 Economie en econometrie;2010;1111;256
2269;Hoger beroepsonderwijs;0311 Economie en econometrie;2011;28;0
2270;Hoger beroepsonderwijs;0311 Economie en econometrie;2012;20;0
2271;Hoger beroepsonderwijs;0311 Economie en econometrie;2013;9;0
2272;Hoger beroepsonderwijs;0311 Economie en econometrie;2014;6;0
2273;Hoger beroepsonderwijs;0311 Economie en econometrie;2015;0;0
2274;Hoger beroepsonderwijs;0311 Economie en econometrie;2016;0;0
2275;Hoger beroepsonderwijs;0311 Economie en econometrie;2017;0;0
2276;Hoger beroepsonderwijs;0311 Economie en econometrie;2018;0;0
2277;Hoger beroepsonderwijs;0311 Economie en econometrie;2019;0;0
2278;Hoger beroepsonderwijs;0311 Economie en econometrie;2020;0;0
2279;Hoger beroepsonderwijs;0311 Economie en econometrie;2021;0;0
2280;Hoger beroepsonderwijs;0312 Politicologie, maatschappijweten...;2010;0;0
2281;Hoger beroepsonderwijs;0312 Politicologie, maatschappijweten...;2011;0;0
2282;Hoger beroepsonderwijs;0312 Politicologie, maatschappijweten...;2012;0;0
2283;Hoger beroepsonderwijs;0312 Politicologie, maatschappijweten...;2013;0;0
2284;Hoger beroepsonderwijs;0312 Politicologie, maatschappijweten...;2014;0;0
2285;Hoger beroepsonderwijs;0312 Politicologie, maatschappijweten...;2015;0;0
2286;Hoger beroepsonderwijs;0312 Politicologie, maatschappijweten...;2016;0;0
2287;Hoger beroepsonderwijs;0312 Politicologie, maatschappijweten...;2017;0;0
2288;Hoger beroepsonderwijs;0312 Politicologie, maatschappijweten...;2018;0;0
2289;Hoger beroepsonderwijs;0312 Politicologie, maatschappijweten...;2019;0;0
2290;Hoger beroepsonderwijs;0312 Politicologie, maatschappijweten...;2020;0;0
2291;Hoger beroepsonderwijs;0312 Politicologie, maatschappijweten...;2021;0;0
2292;Hoger beroepsonderwijs;0313 Psychologie;2010;5665;1612
2293;Hoger beroepsonderwijs;0313 Psychologie;2011;6595;1791
2294;Hoger beroepsonderwijs;0313 Psychologie;2012;6749;1643
2295;Hoger beroepsonderwijs;0313 Psychologie;2013;7080;1667
2296;Hoger beroepsonderwijs;0313 Psychologie;2014;7125;1682
2297;Hoger beroepsonderwijs;0313 Psychologie;2015;7112;1512
2298;Hoger beroepsonderwijs;0313 Psychologie;2016;7131;1587
2299;Hoger beroepsonderwijs;0313 Psychologie;2017;7281;1676
2300;Hoger beroepsonderwijs;0313 Psychologie;2018;7639;1822
2301;Hoger beroepsonderwijs;0313 Psychologie;2019;8062;2018
2302;Hoger beroepsonderwijs;0313 Psychologie;2020;9285;2494
2303;Hoger beroepsonderwijs;0313 Psychologie;2021;9938;2374
2304;Hoger beroepsonderwijs;0314 Sociologie en culturele wetensch...;2010;1589;417
2305;Hoger beroepsonderwijs;0314 Sociologie en culturele wetensch...;2011;1649;429
2306;Hoger beroepsonderwijs;0314 Sociologie en culturele wetensch...;2012;1702;423
2307;Hoger beroepsonderwijs;0314 Sociologie en culturele wetensch...;2013;1832;505
2308;Hoger beroepsonderwijs;0314 Sociologie en culturele wetensch...;2014;1964;489
2309;Hoger beroepsonderwijs;0314 Sociologie en culturele wetensch...;2015;1953;424
2310;Hoger beroepsonderwijs;0314 Sociologie en culturele wetensch...;2016;2044;465
2311;Hoger beroepsonderwijs;0314 Sociologie en culturele wetensch...;2017;1982;468
2312;Hoger beroepsonderwijs;0314 Sociologie en culturele wetensch...;2018;1931;450
2313;Hoger beroepsonderwijs;0314 Sociologie en culturele wetensch...;2019;1866;407
2314;Hoger beroepsonderwijs;0314 Sociologie en culturele wetensch...;2020;2074;507
2315;Hoger beroepsonderwijs;0314 Sociologie en culturele wetensch...;2021;2066;463
2316;Hoger beroepsonderwijs;032 Journalistiek, informatievoorziening;2010;19678;4452
2317;Hoger beroepsonderwijs;032 Journalistiek, informatievoorziening;2011;20461;4547
2318;Hoger beroepsonderwijs;032 Journalistiek, informatievoorziening;2012;20107;4215
2319;Hoger beroepsonderwijs;032 Journalistiek, informatievoorziening;2013;20326;4086
2320;Hoger beroepsonderwijs;032 Journalistiek, informatievoorziening;2014;19606;3451
2321;Hoger beroepsonderwijs;032 Journalistiek, informatievoorziening;2015;18365;2982
2322;Hoger beroepsonderwijs;032 Journalistiek, informatievoorziening;2016;17458;3299
2323;Hoger beroepsonderwijs;032 Journalistiek, informatievoorziening;2017;17028;3481
2324;Hoger beroepsonderwijs;032 Journalistiek, informatievoorziening;2018;15489;2702
2325;Hoger beroepsonderwijs;032 Journalistiek, informatievoorziening;2019;15539;3228
2326;Hoger beroepsonderwijs;032 Journalistiek, informatievoorziening;2020;15694;3527
2327;Hoger beroepsonderwijs;032 Journalistiek, informatievoorziening;2021;15010;3020
2328;Hoger beroepsonderwijs;0320 Journalistiek, informatie… z.n.d.;2010;0;0
2329;Hoger beroepsonderwijs;0320 Journalistiek, informatie… z.n.d.;2011;0;0
2330;Hoger beroepsonderwijs;0320 Journalistiek, informatie… z.n.d.;2012;0;0
2331;Hoger beroepsonderwijs;0320 Journalistiek, informatie… z.n.d.;2013;0;0
2332;Hoger beroepsonderwijs;0320 Journalistiek, informatie… z.n.d.;2014;0;0
2333;Hoger beroepsonderwijs;0320 Journalistiek, informatie… z.n.d.;2015;0;0
2334;Hoger beroepsonderwijs;0320 Journalistiek, informatie… z.n.d.;2016;0;0
2335;Hoger beroepsonderwijs;0320 Journalistiek, informatie… z.n.d.;2017;0;0
2336;Hoger beroepsonderwijs;0320 Journalistiek, informatie… z.n.d.;2018;0;0
2337;Hoger beroepsonderwijs;0320 Journalistiek, informatie… z.n.d.;2019;0;0
2338;Hoger beroepsonderwijs;0320 Journalistiek, informatie… z.n.d.;2020;0;0
2339;Hoger beroepsonderwijs;0320 Journalistiek, informatie… z.n.d.;2021;0;0
2340;Hoger beroepsonderwijs;0321 Journalistiek;2010;19349;4395
2341;Hoger beroepsonderwijs;0321 Journalistiek;2011;20125;4496
2342;Hoger beroepsonderwijs;0321 Journalistiek;2012;19764;4142
2343;Hoger beroepsonderwijs;0321 Journalistiek;2013;19979;4036
2344;Hoger beroepsonderwijs;0321 Journalistiek;2014;19333;3438
2345;Hoger beroepsonderwijs;0321 Journalistiek;2015;18170;2982
2346;Hoger beroepsonderwijs;0321 Journalistiek;2016;17337;3299
2347;Hoger beroepsonderwijs;0321 Journalistiek;2017;16959;3481
2348;Hoger beroepsonderwijs;0321 Journalistiek;2018;15457;2702
2349;Hoger beroepsonderwijs;0321 Journalistiek;2019;15538;3228
2350;Hoger beroepsonderwijs;0321 Journalistiek;2020;15693;3527
2351;Hoger beroepsonderwijs;0321 Journalistiek;2021;15010;3020
2352;Hoger beroepsonderwijs;0322 Bibliotheek, documentaire inform...;2010;329;57
2353;Hoger beroepsonderwijs;0322 Bibliotheek, documentaire inform...;2011;336;51
2354;Hoger beroepsonderwijs;0322 Bibliotheek, documentaire inform...;2012;343;73
2355;Hoger beroepsonderwijs;0322 Bibliotheek, documentaire inform...;2013;347;50
2356;Hoger beroepsonderwijs;0322 Bibliotheek, documentaire inform...;2014;273;13
2357;Hoger beroepsonderwijs;0322 Bibliotheek, documentaire inform...;2015;195;0
2358;Hoger beroepsonderwijs;0322 Bibliotheek, documentaire inform...;2016;121;0
2359;Hoger beroepsonderwijs;0322 Bibliotheek, documentaire inform...;2017;69;0
2360;Hoger beroepsonderwijs;0322 Bibliotheek, documentaire inform...;2018;32;0
2361;Hoger beroepsonderwijs;0322 Bibliotheek, documentaire inform...;2019;1;0
2362;Hoger beroepsonderwijs;0322 Bibliotheek, documentaire inform...;2020;1;0
2363;Hoger beroepsonderwijs;0322 Bibliotheek, documentaire inform...;2021;0;0
2364;Hoger beroepsonderwijs;04 Recht, administratie, handel en za…;2010;109949;27316
2365;Hoger beroepsonderwijs;04 Recht, administratie, handel en za…;2011;114687;28070
2366;Hoger beroepsonderwijs;04 Recht, administratie, handel en za…;2012;114528;27415
2367;Hoger beroepsonderwijs;04 Recht, administratie, handel en za…;2013;119366;28265
2368;Hoger beroepsonderwijs;04 Recht, administratie, handel en za…;2014;120884;27054
2369;Hoger beroepsonderwijs;04 Recht, administratie, handel en za…;2015;119189;24764
2370;Hoger beroepsonderwijs;04 Recht, administratie, handel en za…;2016;119864;26135
2371;Hoger beroepsonderwijs;04 Recht, administratie, handel en za…;2017;121606;27663
2372;Hoger beroepsonderwijs;04 Recht, administratie, handel en za…;2018;122365;28270
2373;Hoger beroepsonderwijs;04 Recht, administratie, handel en za…;2019;123802;28327
2374;Hoger beroepsonderwijs;04 Recht, administratie, handel en za…;2020;129600;30866
2375;Hoger beroepsonderwijs;04 Recht, administratie, handel en za…;2021;128546;27823
2376;Hoger beroepsonderwijs;040 Recht, administratie, handel z.n.d.;2010;0;0
2377;Hoger beroepsonderwijs;040 Recht, administratie, handel z.n.d.;2011;0;0
2378;Hoger beroepsonderwijs;040 Recht, administratie, handel z.n.d.;2012;0;0
2379;Hoger beroepsonderwijs;040 Recht, administratie, handel z.n.d.;2013;0;0
2380;Hoger beroepsonderwijs;040 Recht, administratie, handel z.n.d.;2014;0;0
2381;Hoger beroepsonderwijs;040 Recht, administratie, handel z.n.d.;2015;0;0
2382;Hoger beroepsonderwijs;040 Recht, administratie, handel z.n.d.;2016;0;0
2383;Hoger beroepsonderwijs;040 Recht, administratie, handel z.n.d.;2017;0;0
2384;Hoger beroepsonderwijs;040 Recht, administratie, handel z.n.d.;2018;0;0
2385;Hoger beroepsonderwijs;040 Recht, administratie, handel z.n.d.;2019;0;0
2386;Hoger beroepsonderwijs;040 Recht, administratie, handel z.n.d.;2020;0;0
2387;Hoger beroepsonderwijs;040 Recht, administratie, handel z.n.d.;2021;0;0
2388;Hoger beroepsonderwijs;0400 Recht, administratie, handel z.n.d.;2010;0;0
2389;Hoger beroepsonderwijs;0400 Recht, administratie, handel z.n.d.;2011;0;0
2390;Hoger beroepsonderwijs;0400 Recht, administratie, handel z.n.d.;2012;0;0
2391;Hoger beroepsonderwijs;0400 Recht, administratie, handel z.n.d.;2013;0;0
2392;Hoger beroepsonderwijs;0400 Recht, administratie, handel z.n.d.;2014;0;0
2393;Hoger beroepsonderwijs;0400 Recht, administratie, handel z.n.d.;2015;0;0
2394;Hoger beroepsonderwijs;0400 Recht, administratie, handel z.n.d.;2016;0;0
2395;Hoger beroepsonderwijs;0400 Recht, administratie, handel z.n.d.;2017;0;0
2396;Hoger beroepsonderwijs;0400 Recht, administratie, handel z.n.d.;2018;0;0
2397;Hoger beroepsonderwijs;0400 Recht, administratie, handel z.n.d.;2019;0;0
2398;Hoger beroepsonderwijs;0400 Recht, administratie, handel z.n.d.;2020;0;0
2399;Hoger beroepsonderwijs;0400 Recht, administratie, handel z.n.d.;2021;0;0
2400;Hoger beroepsonderwijs;041 Bedrijfskunde en administratie;2010;98865;24126
2401;Hoger beroepsonderwijs;041 Bedrijfskunde en administratie;2011;103252;25024
2402;Hoger beroepsonderwijs;041 Bedrijfskunde en administratie;2012;102973;24443
2403;Hoger beroepsonderwijs;041 Bedrijfskunde en administratie;2013;107035;25043
2404;Hoger beroepsonderwijs;041 Bedrijfskunde en administratie;2014;108760;24189
2405;Hoger beroepsonderwijs;041 Bedrijfskunde en administratie;2015;107150;22015
2406;Hoger beroepsonderwijs;041 Bedrijfskunde en administratie;2016;107365;23007
2407;Hoger beroepsonderwijs;041 Bedrijfskunde en administratie;2017;108790;24304
2408;Hoger beroepsonderwijs;041 Bedrijfskunde en administratie;2018;109417;24823
2409;Hoger beroepsonderwijs;041 Bedrijfskunde en administratie;2019;110628;24790
2410;Hoger beroepsonderwijs;041 Bedrijfskunde en administratie;2020;115061;26438
2411;Hoger beroepsonderwijs;041 Bedrijfskunde en administratie;2021;113891;23814
2412;Hoger beroepsonderwijs;0410 Bedrijfskunde, administratie z.n.d.;2010;0;0
2413;Hoger beroepsonderwijs;0410 Bedrijfskunde, administratie z.n.d.;2011;0;0
2414;Hoger beroepsonderwijs;0410 Bedrijfskunde, administratie z.n.d.;2012;0;0
2415;Hoger beroepsonderwijs;0410 Bedrijfskunde, administratie z.n.d.;2013;0;0
2416;Hoger beroepsonderwijs;0410 Bedrijfskunde, administratie z.n.d.;2014;0;0
2417;Hoger beroepsonderwijs;0410 Bedrijfskunde, administratie z.n.d.;2015;0;0
2418;Hoger beroepsonderwijs;0410 Bedrijfskunde, administratie z.n.d.;2016;0;0
2419;Hoger beroepsonderwijs;0410 Bedrijfskunde, administratie z.n.d.;2017;0;0
2420;Hoger beroepsonderwijs;0410 Bedrijfskunde, administratie z.n.d.;2018;0;0
2421;Hoger beroepsonderwijs;0410 Bedrijfskunde, administratie z.n.d.;2019;0;0
2422;Hoger beroepsonderwijs;0410 Bedrijfskunde, administratie z.n.d.;2020;0;0
2423;Hoger beroepsonderwijs;0410 Bedrijfskunde, administratie z.n.d.;2021;0;0
2424;Hoger beroepsonderwijs;0411 Financieel management en belast..;2010;19058;4709
2425;Hoger beroepsonderwijs;0411 Financieel management en belast..;2011;21116;5503
2426;Hoger beroepsonderwijs;0411 Financieel management en belast..;2012;20895;5273
2427;Hoger beroepsonderwijs;0411 Financieel management en belast..;2013;21915;5455
2428;Hoger beroepsonderwijs;0411 Financieel management en belast..;2014;21600;4765
2429;Hoger beroepsonderwijs;0411 Financieel management en belast..;2015;20989;4272
2430;Hoger beroepsonderwijs;0411 Financieel management en belast..;2016;20481;4226
2431;Hoger beroepsonderwijs;0411 Financieel management en belast..;2017;19782;4130
2432;Hoger beroepsonderwijs;0411 Financieel management en belast..;2018;19307;4150
2433;Hoger beroepsonderwijs;0411 Financieel management en belast..;2019;18823;3877
2434;Hoger beroepsonderwijs;0411 Financieel management en belast..;2020;18958;3878
2435;Hoger beroepsonderwijs;0411 Financieel management en belast..;2021;17961;3342
2436;Hoger beroepsonderwijs;0412 Financiële dienstverlening;2010;2146;487
2437;Hoger beroepsonderwijs;0412 Financiële dienstverlening;2011;2240;521
2438;Hoger beroepsonderwijs;0412 Financiële dienstverlening;2012;2106;436
2439;Hoger beroepsonderwijs;0412 Financiële dienstverlening;2013;1996;354
2440;Hoger beroepsonderwijs;0412 Financiële dienstverlening;2014;1941;369
2441;Hoger beroepsonderwijs;0412 Financiële dienstverlening;2015;1827;354
2442;Hoger beroepsonderwijs;0412 Financiële dienstverlening;2016;1755;374
2443;Hoger beroepsonderwijs;0412 Financiële dienstverlening;2017;1670;312
2444;Hoger beroepsonderwijs;0412 Financiële dienstverlening;2018;1026;15
2445;Hoger beroepsonderwijs;0412 Financiële dienstverlening;2019;795;28
2446;Hoger beroepsonderwijs;0412 Financiële dienstverlening;2020;576;22
2447;Hoger beroepsonderwijs;0412 Financiële dienstverlening;2021;389;16
2448;Hoger beroepsonderwijs;0413 Management bedrijfs- en personee…;2010;45926;11430
2449;Hoger beroepsonderwijs;0413 Management bedrijfs- en personee…;2011;47205;11574
2450;Hoger beroepsonderwijs;0413 Management bedrijfs- en personee…;2012;47693;11880
2451;Hoger beroepsonderwijs;0413 Management bedrijfs- en personee…;2013;49663;12243
2452;Hoger beroepsonderwijs;0413 Management bedrijfs- en personee…;2014;52213;12880
2453;Hoger beroepsonderwijs;0413 Management bedrijfs- en personee…;2015;52620;11856
2454;Hoger beroepsonderwijs;0413 Management bedrijfs- en personee…;2016;54164;12455
2455;Hoger beroepsonderwijs;0413 Management bedrijfs- en personee…;2017;56578;13417
2456;Hoger beroepsonderwijs;0413 Management bedrijfs- en personee…;2018;58531;14043
2457;Hoger beroepsonderwijs;0413 Management bedrijfs- en personee…;2019;59886;13878
2458;Hoger beroepsonderwijs;0413 Management bedrijfs- en personee…;2020;62633;14464
2459;Hoger beroepsonderwijs;0413 Management bedrijfs- en personee…;2021;62414;13119
2460;Hoger beroepsonderwijs;0414 Marketing en public relations;2010;21824;5176
2461;Hoger beroepsonderwijs;0414 Marketing en public relations;2011;22462;5084
2462;Hoger beroepsonderwijs;0414 Marketing en public relations;2012;22239;4863
2463;Hoger beroepsonderwijs;0414 Marketing en public relations;2013;23100;4888
2464;Hoger beroepsonderwijs;0414 Marketing en public relations;2014;22763;4298
2465;Hoger beroepsonderwijs;0414 Marketing en public relations;2015;21905;3858
2466;Hoger beroepsonderwijs;0414 Marketing en public relations;2016;21130;4106
2467;Hoger beroepsonderwijs;0414 Marketing en public relations;2017;20738;4388
2468;Hoger beroepsonderwijs;0414 Marketing en public relations;2018;20812;4647
2469;Hoger beroepsonderwijs;0414 Marketing en public relations;2019;21259;4723
2470;Hoger beroepsonderwijs;0414 Marketing en public relations;2020;21925;5167
2471;Hoger beroepsonderwijs;0414 Marketing en public relations;2021;21166;4270
2472;Hoger beroepsonderwijs;0415 Secretariële en administratieve...;2010;0;0
2473;Hoger beroepsonderwijs;0415 Secretariële en administratieve...;2011;0;0
2474;Hoger beroepsonderwijs;0415 Secretariële en administratieve...;2012;0;0
2475;Hoger beroepsonderwijs;0415 Secretariële en administratieve...;2013;0;0
2476;Hoger beroepsonderwijs;0415 Secretariële en administratieve...;2014;0;0
2477;Hoger beroepsonderwijs;0415 Secretariële en administratieve...;2015;0;0
2478;Hoger beroepsonderwijs;0415 Secretariële en administratieve...;2016;0;0
2479;Hoger beroepsonderwijs;0415 Secretariële en administratieve...;2017;0;0
2480;Hoger beroepsonderwijs;0415 Secretariële en administratieve...;2018;0;0
2481;Hoger beroepsonderwijs;0415 Secretariële en administratieve...;2019;0;0
2482;Hoger beroepsonderwijs;0415 Secretariële en administratieve...;2020;0;0
2483;Hoger beroepsonderwijs;0415 Secretariële en administratieve...;2021;0;0
2484;Hoger beroepsonderwijs;0416 Groothandel en detailhandel;2010;9911;2324
2485;Hoger beroepsonderwijs;0416 Groothandel en detailhandel;2011;10229;2342
2486;Hoger beroepsonderwijs;0416 Groothandel en detailhandel;2012;10040;1991
2487;Hoger beroepsonderwijs;0416 Groothandel en detailhandel;2013;10361;2103
2488;Hoger beroepsonderwijs;0416 Groothandel en detailhandel;2014;10243;1877
2489;Hoger beroepsonderwijs;0416 Groothandel en detailhandel;2015;9809;1675
2490;Hoger beroepsonderwijs;0416 Groothandel en detailhandel;2016;9835;1846
2491;Hoger beroepsonderwijs;0416 Groothandel en detailhandel;2017;10022;2057
2492;Hoger beroepsonderwijs;0416 Groothandel en detailhandel;2018;9741;1968
2493;Hoger beroepsonderwijs;0416 Groothandel en detailhandel;2019;9865;2284
2494;Hoger beroepsonderwijs;0416 Groothandel en detailhandel;2020;10969;2907
2495;Hoger beroepsonderwijs;0416 Groothandel en detailhandel;2021;11961;3067
2496;Hoger beroepsonderwijs;0417 Werkgerelateerde en bedrijfsger ...;2010;0;0
